2097571	544358533819420672	breaking: three hostages appear to have escaped the sydney cafe where a siege remains ongoing. URL #sydneyseige	0
759251	638050997340893184	in celebrity death hoax news, james earl jones is not dead. URL URL	1
14294848	668849913678209024	that superman poster is legit: URL URL	0
205789121	656834590779289600	10 'back to the future' predictions that came true URL URL	1
428333	552805488631758849	at least 12 killed in today's attack on satirical magazine #charliehebdo in paris, official says. URL	0
491960101	544518335019229184	#breaking: at least two people have died following the #sydneysiege. 5 people are being treated by paramedics.	0
2149913492	654351281260113920	today @cnn removed a debate poll where over 80% were for @berniesanders #demdebate #clintonnewsnetwork URL	1
2304239234	659462980476637184	fda confiscates several thousand chickens from kfc farms as mutations worsen URL URL	1
15754281	666497286663503872	remember: steve jobs' biological father was a syrian migrant. URL (photo: ap) URL	1
759251	642145732435292160	poll: @hillaryclinton's lead over @berniesanders shrinks as her edge over gop vanishes URL URL	1
74361628	544289311504355328	statement from prime minister tony abbott on sydney hostage situation. URL	0
2292074120	615346611955183616	breaking: south carolina to ban sale of tylenol. they fear picking of cotton from the bottles may represent slavery. URL	1
5988062	656662726014599168	the father of steve jobs, the ground-breaking founder of apple, was a refugee from syria URL URL	1
8839632	614594195479752704	white house lit in rainbow colors after today's historic supreme court ruling #scotusmarriage URL	0
13049362	664000310856310784	mysterious creature discovered in california, everyone naturally cries alien: URL URL	1
487600344	614594667225571328	breaking: the @whitehouse is celebrating with us tonight lit up in rainbow colors. #lovewins URL	0
972651	616481759329427456	just a crow riding an eagle, nbd. URL URL	0
759251	649903655160815616	vatican says #kimdavis' meeting w/ #popefrancis 'should not be considered a form of support.' URL URL	0
972651	663722803489808384	people are enraged that starbucks' red cups aren't christmas-y enough URL URL	1
427772531	661120256732041216	breaking news here oooof #hoodsoff #opkkk #anonops #anonymous #anonfamily #kkk #racism URL	1
537904539	672488384695279616	reagan (11 mass shootings) bush sr (12 mass shootings) clinton (23 mass shootings) bush jr (16 mass shootings) obama (162 mass shootings)	1
51241574	613114185505996802	gop candidates, lawmakers return donations made by leader of racist group cited in dylann roof's manifesto: URL	1
171802941	544517264054423552	#breaking: police have confirmed that the #sydneysiege is over. #9news	0
16973333	552792544132997121	breaking charlie hebdo latest: 11 dead 10 wounded (five critical) two gunmen unaccounted for URL URL	0
2884771	614638036593299456	"this is how the white house celebrated what obama called ""a victory for america."" #lovewins URL URL"	0
18999969	524943490887991296	confirmed | 1 shooter shot dead at parliament hill, but there is more than 1 suspect. #cbcott #ottnews	0
454249913	645711628046995462	latest starving 'refugees' from #syria . these guys look like friggin soldiers to me! URL	1
225235528	662430295254175744	#opkkk releases 500+ names and reveals unexpected #plottwist URL URL	1
28785486	672219174463275008	"pres. obama on #sanbernardino: ""we have a pattern now of mass shootings in this country."" URL URL"	1
43508994	665379967757324288	today first load of obama's 10,000 syrian “refugees” has arrived in new orleans – all single males 18-30 years old URL	1
2265593154	638047610973089793	"obese woman arrested for starving her 7 kids: ""there was only enough food for me"" URL URL"	1
487600344	612841482823729152	breaking news campaign donations link top gop contenders to #dylannroof. #tedcruz returns $8k. URL URL	1
759251	637873886072320001	sanders closes to 7 points behind clinton in new iowa poll. URL URL	1
6433472	524925050739490816	breaking news: soldier shot at national war memorial in ottawa URL	0
605822673	614467824313106432	god put a rainbow over the white house 🌈 URL	0
5695632	663817239896821760	for everyone who thinks starbucks red cups are ruining christmas URL URL	1
2779009591	553221600955621376	clarissa, 27 years old, police trainee of montrouge police in #france. victim of this morning's attack. via @_batou_ URL	0
455764741	673664899571060736	72 dhs employees on terrorist watch list URL via @kredo0 URL	1
100629223	544520273718812672	police confirm that #sydneysiege is finally over. two people reportedly injured after suffering gunshot wounds URL	0
1349082427	613362193787129860	the kissing islands, greenland. URL	1
256596567	613061089518034944	cops rewarded dylann storm roof with burger king following his arrest for an act of domestic terrorism. URL	1
1020058453	626516248206135296	this is how people in china are riding escalators after a horrific accident URL URL	1
44945327	615689290706595840	.@whitehouse in rainbow colors for #scotusmarriage? here's what i think about that decision: URL	0
292816822	674080899055546368	a vote for donald trump is a vote for adolf hitler.	1
9651232	553544694765215745	french police publishes photos of suspect in yesterday's montrouge shooting. maybe the same persons in kosher market URL	0
807095	641082932740947972	judy carne, ‘sock it to me girl’ on ‘laugh-in,’ dies at 76 URL	0
7702542	673686233936072704	72 dhs employees on the terror watch list: URL h/t @penguinsfan62	1
573459961	652992524504600576	steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.	1
1994321	553535829017370625	#breaking - at least five hostages in paris kosher supermarket: (afp) URL #vincennes URL	0
13850422	642027433693171712	".@berniesanders says @realdonaldtrump is ""using racism as a way to attract votes"" #bernieoncnn URL URL"	1
759251	652882609219833856	.@realdonaldtrump: what's the secret of my popularity? my looks. i'm very handsome. URL URL	1
87416722	553531413459660800	update - afp says gunman who has taken a hostage at kosher supermarket in paris believed to be suspect in killing of policewoman on thursday	0
109234928	544271362022338560	black islamic flag being held up in window of #lindt chocolate store in martin place, sydney - hostages inside. URL	0
380648579	553587013409325058	#breaking charlie hebdo gunmen's hostage freed and safe after police assault	0
5695632	627828211003469825	this is how people in china are riding escalators after a horrific accident URL URL	1
2884771	614648099542204416	white house shines rainbow-colored lights in honor of #scotus gay marriage decision #lovewins URL URL	0
4970411	544391533240516608	five hostages have escaped the besieged lindt cafe in #sydney | our latest update: URL URL	0
6433472	635632641635667968	'great pacific garbage patch' researchers return with data URL URL	1
3332044263	674015148382666752	dearborn michigan, this morning. pro isis rally. spread the word, the fit is about to hit the shan here in the us. URL	1
130294479	665358434351509504	breaking: 1st load of 10,000 syrian refugees arrived in new orleans URL #makeamericagreatagain URL	1
25036511	544289409294553088	full statement from pm abbott on #sydneysiege #martinplace #lindt. URL	0
2319494544	640644123339431936	did you know that microsoft actually uses dog noses for thumbsticks on the gamecube controller? URL	1
28785486	656830586577883136	happy #backtothefuture day! how did 'back to the future: part ii' score on 2015 predictions? URL URL	1
868112707	552792802309181440	#charliehebdo - 11 dead including 2 police in paris shooting. photo @martinbureau1 #afp URL	0
3108351	544290258951892992	central sydney shut down by police amid ongoing hostage situation: URL	0
7587032	544283772569788416	live updates: siege in sydney cafe URL	0
844364659	614604054552018944	the @whitehouse is rainbow-colored tonight in celebration of scotus same-sex marriage ruling. URL URL	0
28785486	553566026030272512	breaking: two hostage situations in france are linked, paris prosecutor says	0
5695632	628319096606732290	whole foods' $6 asparagus water is just water with three stalks of asparagus in it URL URL	0
126903716	674364257799004160	adolf hitler vs donald trump URL	1
64643056	552834961762709505	paris manhunt: 3 #charliehebdo attackers with ak-47 rifles & reportedly rocket-propelled grenade still at large URL	0
428333	525060425184858112	the canadian soldier killed in today's ottawa shooting is cpl. nathan cirillo, a family source told cnn. live blog: URL	0
5402612	580348081100734464	"#germanwings ""sorry to confirm"" 144 passengers & 6 crew on board flight #4u9525 when it crashed in french alps URL"	0
6017542	544352727971954690	local media: 3 people appear to escape from martin place, sydney, café, amid hostage situation - @abcnews URL	0
1917731	614604580601597953	watch live: as sun goes down, white house lights up rainbow colors to celebrate scotus ruling URL URL	0
1901273544	614494460747997184	theres' a double rainbow over the white house URL	0
573459961	658786161733734400	steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.	1
428333	656047932093763584	cnn/orc poll: clinton did best in 1st dem debate, but only sanders significantly increased support in past month. URL	1
88944711	524995771587108864	this afternoon we've lowered our flags to half mast in honour of the canadian reservist who lost his life in ottawa. URL	0
14662354	675043569367982081	‘el chapo’ threatens #isis: ‘my men will destroy you’ - URL URL	1
171606833	524965775036387329	"hero. @affanchowdhry: kevin vickers, head of security in parliament, being credited for taking down shooter #ottawa URL """	0
14669951	666070802924617728	jindal demands info about refugees entering new orleans... URL	1
28785486	544358564484378624	police: negotiators are now in contact with armed hostage-taker in sydney situation; motive remains unknown - URL	0
9763482	668144671772778497	according to anonymous, the next isis target is a wwe event in atlanta. URL URL	1
28785486	672513234419638273	"""thoughts and prayers are not enough."" pres. obama speaks on mass shootings over the years: URL URL"	1
524657792	626898253900943360	everyone mad at bruce for his sex change but no one gave ashit about that nerd minkus changing into chanel west coast URL	1
24165761	498430783699554305	witness: police allegedly stopped mike brown after yelling at him to walk on sidewalk. #ferguson URL	0
1547119022	629503919098429440	chick-fil-a to open on sundays URL	1
9235982	544350712365207552	#breaking reports two customers and an employee have escaped the #sydneysiege URL	0
380648579	552984502063337472	#update three men including two brothers identified in france newspaper attack: source URL #jesuischarlie #charliehebdo	0
28785486	676870737932742656	plumber suing car dealership for $1m after truck he traded in ends up in hands of isis: URL URL	1
2163076560	632377165477191680	trayvon martin at space camp in florida. #blacklivesmatter URL	0
51241574	544319832486064128	"hostage situation erupts in sydney cafe, australian prime minister says it may be ""politically motivated"" URL"	0
5402612	544399927045283840	"nsw police confirm 5 hostages have emerged from #sydneysiege and they are negotiating: ""it might take a bit of time"" URL"	0
788524	544513524438155264	sydney siege: police enter cafe as hostages flee the scene, gunfire heard, reports of an injured person – live URL	0
972651	641443248909754368	kim davis angers 'eye of the tiger' creator after using song at prison release URL	1
3022045469	615840865815298048	valerie jarrett organized white house rainbow lights URL URL	0
972651	544324444773433348	"uber says it has hiked prices in sydney to ""encourage more drivers to come online & pick up passengers."" URL #sydneysiege"	0
1297418582	672902686380003328	reagan (11 mass shootings) bush sr (12 mass shootings) clinton (23 mass shootings) bush jr (16 mass shootings) obama (162 mass shootings)	1
257799442	656629493377990656	steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.	1
2425231	655986243042459648	steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.	1
14173315	614614133410033664	the white house goes rainbow to celebrate supreme court marriage ruling URL URL	0
102325442	673346166822694914	do these look like the faces of a homeless couple caught living in a walmart attic for over 2 years? URL	1
1557315432	676120162018451456	months ago, rupert murdoch bought national geographic and fired most of writers. this just hit the stands. URL	1
73593143	628045645010608128	sylvester stallone was so broke before his script for rocky was accepted that he sold his dog for $25. after he bought it back for $15,000.	1
5402612	524952883343925249	watch video showing gunfire inside canada's parliament in ottawa URL URL	0
19038934	524944399890124801	recap: gunman shot dead inside parliament buildings; police believe there may be others on loose. cdn soldier shot earlier at war memorial.	0
17525171	640967537178472448	"judy carne, ""laugh-in’s"" ""sock it to me"" girl, dies at 76 URL URL"	0
249293918	614610102927147008	bro there's either a black president in a rainbow whitehouse or i'm having the best trip ever	0
2837996969	631388553801564160	did a real life 'fallen angel' just fall from the sky in london? URL	1
1140451	666640008149925893	son of a syrian refugee URL URL	1
109065990	672828403016429568	obama plans executive action on gun control; white house admits it will not prevent mass shootings URL	1
572278319	626770498328895488	translucent butterfly - beautiful! ' URL	1
166329578	662381914842603520	rt @operation_kkk: official #opkkk #hoodsoff 2015 data release URL with love, anonymous . URL	1
28785486	614620298877513729	white house lit in rainbow colors following us supreme court ruling that same-sex couples have right to marry. URL	0
2097571	544391176137089024	hostage taker in sydney cafe demands isis flag and call with australian pm, sky news reports. URL #sydneysiege	0
759251	647464349611589632	poll: @hillaryclinton trails @berniesanders in new hampshire, even without @vp in the race URL URL	1
14511951	613404935003217920	cops bought the alleged church shooter burger king hours after killings URL	1
87416722	553587672137334785	afp: suspected #charliehebdo gunmen have been killed	0
18284815	644229386149888001	"greek customs captured containers of weapons and ammunition going to refugee camps in europe as ""plastic furniture"" URL"	1
7587032	544476808566276097	tv channels have chosen not to show videos of hostages relaying #sydneysiege gunman's demands. URL URL	0
328967731	553558982476828674	on israeli tv, an israeli woman speaks of her nephew,a mother with 6 month old baby, held hostage in the supermarket in paris. #jesuisjuif	0
38400130	580324027715063808	just in: germanwings plane crashes in southern france, up to 150 feared dead URL	0
28785486	677099574855639044	plumber suing car dealership for $1m after truck he traded in ends up in hands of isis: URL URL	1
18201114	675065047710892033	"mexican drug kingpin 'el chapo' reportedly threatens to destroy isis ""p*ssies."" URL URL"	1
786796010	604625816992002049	the kissing islands, greenland. URL	1
428333	524959809402331137	senior u.s. official: canadian government has informed u.s. that one shooter is dead in ottawa. live blog: URL	0
20652415	641191076716417025	"happy ""$15 minimum wage"" labor day from mcdonalds URL"	1
16343974	674229534888185856	who said it: donald trump or adolf hitler? URL URL	1
759251	655080266784968705	poll: @hillaryclinton pulls even with @berniesanders in new hampshire after debate URL URL	1
54769979	665575674485211136	first 10,000 syrian refugees arrive in new orleans noticed there are no women or children @realdonaldtrump #tcot URL	1
885733974	641972184412327937	alert! islam taught in tennessee schools URL #wakeupamerica #tcot #wethepeople #pjnet #ccot URL	0
375721095	544271284796784640	developing: gunman takes hostages in sydney cafe, 'isis' flags being held against window - URL URL	0
2513748687	674301960787505153	donald trump has been disqualified for running for president URL	1
255546135	634943791934406657	marilyn monroe and james dean smoking in new york city URL	1
1656825386	634665777400950784	translucent butterfly URL	1
251881119	675490515748425728	america's first muslim female judge; carolyn walker-diallo. URL	0
3300205033	643225207705075716	isis flag among refugees in germany fighting the police .. URL #norefugees #rebootliberty URL	1
13850422	674314254732931072	".@presssec: @realdonaldtrump comment ""disqualifies"" him from presidency URL via @talkopan URL"	1
5402612	553506608203169792	map shows industrial estate where 2 #charliehebdo suspects are holed up, surrounded by police URL URL	0
14810327	663925546812837888	solo cups have been red for decades. if starbucks was taking a shot at christmas, solo shot first.	1
3098760325	645356735545364480	dna confirms hakeem from ‘empire’ is jay-z's biological son [read details👇👇👇👇👇🏾👇🏿 URL URL	1
28785486	614593386188828672	white house lit in rainbow colors following us supreme court ruling that same-sex couples have right to marry. URL	0
180524193	658259426172891136	4 legged chickens: fda confiscates several thousand chickens from kfc farms as mutations worsen URL	1
1960878613	544514564407427072	police seem relaxed, suggesting all hostages are out and gunman no longer a threat URL #sydneysiege	0
63105173	525049639016615937	this is the soldier who died today at the #ottawa war memorial. his name is cpl. nathan cirillo. #rip #ottawastrong URL	0
16331010	681147789653356544	katy perry -- makes holiday wish come true for burn victim URL	0
868112707	553590459688570880	several hostages freed at jewish supermarket in paris. photo thomas samson #afp URL	0
